日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2019-10-11,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.19,14162.2,-1895.48,4.751,-,0,0,0股,-11.8%,110212.72,12.85%
2019-10-11,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.55,14105,-2278.06,5.285,-,0,-31,0股,-13.9%,110212.72,12.8%
2019-10-11,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.78,13608,-4231.38,4.955,-,0,36,0股,-23.72%,110212.72,12.35%
2019-10-11,股票,方大集团(000055.XSHE),多,2900股,2900股,4.73,13717,-1699.53,5.316,-,0,58,0股,-11.02%,110212.72,12.45%
2019-10-11,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.3,14310,-4892.4,7.112,-,0,81,0股,-25.48%,110212.72,12.98%
2019-10-11,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.14,13838,-1292,8.9,-,0,34,0股,-8.54%,110212.72,12.56%
2019-10-11,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.74,13202,-3324.85,7.186,-,0,-115,0股,-20.12%,110212.72,11.98%
2019-10-11,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.16,13272,378,3.07,-,0,0,0股,2.93%,110212.72,12.04%
2019-10-11,,Cash,,,,,-1.48,,,,,,,,0
2019-10-14,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.22,14263.6,-1794.08,4.751,-,0,101.4,0股,-11.17%,111233.12,12.82%
2019-10-14,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.62,14322,-2061.06,5.285,-,0,217,0股,-12.58%,111233.12,12.88%
2019-10-14,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.85,13860,-3979.38,4.955,-,0,252,0股,-22.31%,111233.12,12.46%
2019-10-14,股票,方大集团(000055.XSHE),多,2900股,2900股,4.75,13775,-1641.53,5.316,-,0,58,0股,-10.65%,111233.12,12.38%
2019-10-14,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.21,14067,-5135.4,7.112,-,0,-243,0股,-26.74%,111233.12,12.65%
2019-10-14,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.23,13991,-1139,8.9,-,0,153,0股,-7.53%,111233.12,12.58%
2019-10-14,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.84,13432,-3094.85,7.186,-,0,230,0股,-18.73%,111233.12,12.08%
2019-10-14,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.22,13524,630,3.07,-,0,252,0股,4.89%,111233.12,12.16%
2019-10-14,,Cash,,,,,-1.48,,,,,,,,0
2019-10-15,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.25,14365,-1692.68,4.751,-,0,101.4,0股,-10.54%,110640.52,12.98%
2019-10-15,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.59,14229,-2154.06,5.285,-,0,-93,0股,-13.15%,110640.52,12.86%
2019-10-15,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.78,13608,-4231.38,4.955,-,0,-252,0股,-23.72%,110640.52,12.3%
2019-10-15,股票,方大集团(000055.XSHE),多,2900股,2900股,4.66,13514,-1902.53,5.316,-,0,-261,0股,-12.34%,110640.52,12.21%
2019-10-15,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.22,14094,-5108.4,7.112,-,0,27,0股,-26.6%,110640.52,12.74%
2019-10-15,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.16,13872,-1258,8.9,-,0,-119,0股,-8.31%,110640.52,12.54%
2019-10-15,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.86,13478,-3048.85,7.186,-,0,46,0股,-18.45%,110640.52,12.18%
2019-10-15,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.21,13482,588,3.07,-,0,-42,0股,4.56%,110640.52,12.19%
2019-10-15,,Cash,,,,,-1.48,,,,,,,,0
2019-10-16,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.18,14128.4,-1929.28,4.751,-,0,-236.6,0股,-12.01%,109577.92,12.89%
2019-10-16,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.53,14043,-2340.06,5.285,-,0,-186,0股,-14.28%,109577.92,12.82%
2019-10-16,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.74,13464,-4375.38,4.955,-,0,-144,0股,-24.53%,109577.92,12.29%
2019-10-16,股票,方大集团(000055.XSHE),多,2900股,2900股,4.61,13369,-2047.53,5.316,-,0,-145,0股,-13.28%,109577.92,12.2%
2019-10-16,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.21,14067,-5135.4,7.112,-,0,-27,0股,-26.74%,109577.92,12.84%
2019-10-16,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.1,13770,-1360,8.9,-,0,-102,0股,-8.99%,109577.92,12.57%
2019-10-16,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.8,13340,-3186.85,7.186,-,0,-138,0股,-19.28%,109577.92,12.17%
2019-10-16,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.19,13398,504,3.07,-,0,-84,0股,3.91%,109577.92,12.23%
2019-10-16,,Cash,,,,,-1.48,,,,,,,,0
2019-10-17,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.16,14060.8,-1996.88,4.751,-,0,-67.6,0股,-12.44%,109112.32,12.89%
2019-10-17,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.51,13981,-2402.06,5.285,-,0,-62,0股,-14.66%,109112.32,12.81%
2019-10-17,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.75,13500,-4339.38,4.955,-,0,36,0股,-24.32%,109112.32,12.37%
2019-10-17,股票,方大集团(000055.XSHE),多,2900股,2900股,4.58,13282,-2134.53,5.316,-,0,-87,0股,-13.85%,109112.32,12.17%
2019-10-17,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.16,13932,-5270.4,7.112,-,0,-135,0股,-27.45%,109112.32,12.77%
2019-10-17,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.12,13804,-1326,8.9,-,0,34,0股,-8.76%,109112.32,12.65%
2019-10-17,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.72,13156,-3370.85,7.186,-,0,-184,0股,-20.4%,109112.32,12.06%
2019-10-17,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.19,13398,504,3.07,-,0,0,0股,3.91%,109112.32,12.28%
2019-10-17,,Cash,,,,,-1.48,,,,,,,,0
2019-10-18,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.1,13858,-2199.68,4.751,-,0,-202.8,0股,-13.7%,108256.52,12.8%
2019-10-18,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.45,13795,-2588.06,5.285,-,0,-186,0股,-15.8%,108256.52,12.74%
2019-10-18,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.68,13248,-4591.38,4.955,-,0,-252,0股,-25.74%,108256.52,12.24%
2019-10-18,股票,方大集团(000055.XSHE),多,2900股,2900股,4.51,13079,-2337.53,5.316,-,0,-203,0股,-15.16%,108256.52,12.08%
2019-10-18,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.21,14067,-5135.4,7.112,-,0,135,0股,-26.74%,108256.52,12.99%
2019-10-18,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.02,13634,-1496,8.9,-,0,-170,0股,-9.89%,108256.52,12.59%
2019-10-18,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.73,13179,-3347.85,7.186,-,0,23,0股,-20.26%,108256.52,12.17%
2019-10-18,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.19,13398,504,3.07,-,0,0,0股,3.91%,108256.52,12.38%
2019-10-18,,Cash,,,,,-1.48,,,,,,,,0
2019-10-21,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.14,13993.2,-2064.48,4.751,-,0,135.2,0股,-12.86%,108255.72,12.93%
2019-10-21,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.53,14043,-2340.06,5.285,-,0,248,0股,-14.28%,108255.72,12.97%
2019-10-21,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.67,13212,-4627.38,4.955,-,0,-36,0股,-25.94%,108255.72,12.2%
2019-10-21,股票,方大集团(000055.XSHE),多,2900股,2900股,4.53,13137,-2279.53,5.316,-,0,58,0股,-14.79%,108255.72,12.14%
2019-10-21,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.04,13608,-5594.4,7.112,-,0,-459,0股,-29.13%,108255.72,12.57%
2019-10-21,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8,13600,-1530,8.9,-,0,-34,0股,-10.11%,108255.72,12.56%
2019-10-21,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.64,12972,-3554.85,7.186,-,0,-207,0股,-21.51%,108255.72,11.98%
2019-10-21,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.26,13692,798,3.07,-,0,294,0股,6.19%,108255.72,12.65%
2019-10-21,,Cash,,,,,-1.48,,,,,,,,0
2019-10-22,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.18,14128.4,-1929.28,4.751,-,0,135.2,0股,-12.01%,109059.92,12.95%
2019-10-22,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.57,14167,-2216.06,5.285,-,0,124,0股,-13.53%,109059.92,12.99%
2019-10-22,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.69,13284,-4555.38,4.955,-,0,72,0股,-25.54%,109059.92,12.18%
2019-10-22,股票,方大集团(000055.XSHE),多,2900股,2900股,4.58,13282,-2134.53,5.316,-,0,145,0股,-13.85%,109059.92,12.18%
2019-10-22,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.09,13743,-5459.4,7.112,-,0,135,0股,-28.43%,109059.92,12.6%
2019-10-22,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.1,13770,-1360,8.9,-,0,170,0股,-8.99%,109059.92,12.63%
2019-10-22,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.65,12995,-3531.85,7.186,-,0,23,0股,-21.37%,109059.92,11.92%
2019-10-22,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.26,13692,798,3.07,-,0,0,0股,6.19%,109059.92,12.55%
2019-10-22,,Cash,,,,,-1.48,,,,,,,,0
2019-10-23,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.13,13959.4,-2098.28,4.751,-,0,-169,0股,-13.07%,107799.92,12.95%
2019-10-23,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.5,13950,-2433.06,5.285,-,0,-217,0股,-14.85%,107799.92,12.94%
2019-10-23,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.66,13176,-4663.38,4.955,-,0,-108,0股,-26.14%,107799.92,12.22%
2019-10-23,股票,方大集团(000055.XSHE),多,2900股,2900股,4.54,13166,-2250.53,5.316,-,0,-116,0股,-14.6%,107799.92,12.21%
2019-10-23,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.05,13635,-5567.4,7.112,-,0,-108,0股,-28.99%,107799.92,12.65%
2019-10-23,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.88,13396,-1734,8.9,-,0,-374,0股,-11.46%,107799.92,12.43%
2019-10-23,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.65,12995,-3531.85,7.186,-,0,0,0股,-21.37%,107799.92,12.05%
2019-10-23,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.22,13524,630,3.07,-,0,-168,0股,4.89%,107799.92,12.55%
2019-10-23,,Cash,,,,,-1.48,,,,,,,,0
2019-10-24,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.14,13993.2,-2064.48,4.751,-,0,33.8,0股,-12.86%,107906.72,12.97%
2019-10-24,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.52,14012,-2371.06,5.285,-,0,62,0股,-14.47%,107906.72,12.99%
2019-10-24,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.66,13176,-4663.38,4.955,-,0,0,0股,-26.14%,107906.72,12.21%
2019-10-24,股票,方大集团(000055.XSHE),多,2900股,2900股,4.52,13108,-2308.53,5.316,-,0,-58,0股,-14.97%,107906.72,12.15%
2019-10-24,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.08,13716,-5486.4,7.112,-,0,81,0股,-28.57%,107906.72,12.71%
2019-10-24,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.81,13277,-1853,8.9,-,0,-119,0股,-12.25%,107906.72,12.3%
2019-10-24,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.66,13018,-3508.85,7.186,-,0,23,0股,-21.23%,107906.72,12.06%
2019-10-24,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.24,13608,714,3.07,-,0,84,0股,5.54%,107906.72,12.61%
2019-10-24,,Cash,,,,,-1.48,,,,,,,,0
2019-10-25,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.14,13993.2,-2064.48,4.751,-,0,0,0股,-12.86%,108441.72,12.9%
2019-10-25,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.55,14105,-2278.06,5.285,-,0,93,0股,-13.9%,108441.72,13.01%
2019-10-25,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.68,13248,-4591.38,4.955,-,0,72,0股,-25.74%,108441.72,12.22%
2019-10-25,股票,方大集团(000055.XSHE),多,2900股,2900股,4.57,13253,-2163.53,5.316,-,0,145,0股,-14.03%,108441.72,12.22%
2019-10-25,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.13,13851,-5351.4,7.112,-,0,135,0股,-27.87%,108441.72,12.77%
2019-10-25,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.8,13260,-1870,8.9,-,0,-17,0股,-12.36%,108441.72,12.23%
2019-10-25,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.67,13041,-3485.85,7.186,-,0,23,0股,-21.09%,108441.72,12.03%
2019-10-25,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.26,13692,798,3.07,-,0,84,0股,6.19%,108441.72,12.63%
2019-10-25,,Cash,,,,,-1.48,,,,,,,,0
2019-10-28,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.15,14027,-2030.68,4.751,-,0,33.8,0股,-12.65%,108950.52,12.87%
2019-10-28,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.57,14167,-2216.06,5.285,-,0,62,0股,-13.53%,108950.52,13%
2019-10-28,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.69,13284,-4555.38,4.955,-,0,36,0股,-25.54%,108950.52,12.19%
2019-10-28,股票,方大集团(000055.XSHE),多,2900股,2900股,4.64,13456,-1960.53,5.316,-,0,203,0股,-12.72%,108950.52,12.35%
2019-10-28,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.19,14013,-5189.4,7.112,-,0,162,0股,-27.02%,108950.52,12.86%
2019-10-28,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.8,13260,-1870,8.9,-,0,0,0股,-12.36%,108950.52,12.17%
2019-10-28,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.73,13179,-3347.85,7.186,-,0,138,0股,-20.26%,108950.52,12.1%
2019-10-28,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.23,13566,672,3.07,-,0,-126,0股,5.21%,108950.52,12.45%
2019-10-28,,Cash,,,,,-1.48,,,,,,,,0
2019-10-29,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.12,13925.6,-2132.08,4.751,-,0,-101.4,0股,-13.28%,107379.12,12.97%
2019-10-29,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.53,14043,-2340.06,5.285,-,0,-124,0股,-14.28%,107379.12,13.08%
2019-10-29,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.61,12996,-4843.38,4.955,-,0,-288,0股,-27.15%,107379.12,12.1%
2019-10-29,股票,方大集团(000055.XSHE),多,2900股,2900股,4.55,13195,-2221.53,5.316,-,0,-261,0股,-14.41%,107379.12,12.29%
2019-10-29,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.08,13716,-5486.4,7.112,-,0,-297,0股,-28.57%,107379.12,12.77%
2019-10-29,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.74,13158,-1972,8.9,-,0,-102,0股,-13.03%,107379.12,12.25%
2019-10-29,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.63,12949,-3577.85,7.186,-,0,-230,0股,-21.65%,107379.12,12.06%
2019-10-29,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.19,13398,504,3.07,-,0,-168,0股,3.91%,107379.12,12.48%
2019-10-29,,Cash,,,,,-1.48,,,,,,,,0
2019-10-30,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.1,13858,-2199.68,4.751,-,0,-67.6,0股,-13.7%,106238.52,13.04%
2019-10-30,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.5,13950,-2433.06,5.285,-,0,-93,0股,-14.85%,106238.52,13.13%
2019-10-30,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.53,12708,-5131.38,4.955,-,0,-288,0股,-28.76%,106238.52,11.96%
2019-10-30,股票,方大集团(000055.XSHE),多,2900股,2900股,4.51,13079,-2337.53,5.316,-,0,-116,0股,-15.16%,106238.52,12.31%
2019-10-30,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.07,13689,-5513.4,7.112,-,0,-27,0股,-28.71%,106238.52,12.89%
2019-10-30,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.7,13090,-2040,8.9,-,0,-68,0股,-13.48%,106238.52,12.32%
2019-10-30,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.64,12972,-3554.85,7.186,-,0,23,0股,-21.51%,106238.52,12.21%
2019-10-30,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.07,12894,0,3.07,-,0,-504,0股,0%,106238.52,12.14%
2019-10-30,,Cash,,,,,-1.48,,,,,,,,0
2019-10-31,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.06,13722.8,-2334.88,4.751,-,0,-135.2,0股,-14.54%,105138.32,13.05%
2019-10-31,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.46,13826,-2557.06,5.285,-,0,-124,0股,-15.61%,105138.32,13.15%
2019-10-31,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.45,12420,-5419.38,4.955,-,0,-288,0股,-30.38%,105138.32,11.81%
2019-10-31,股票,方大集团(000055.XSHE),多,2900股,2900股,4.45,12905,-2511.53,5.316,-,0,-174,0股,-16.29%,105138.32,12.27%
2019-10-31,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.03,13581,-5621.4,7.112,-,0,-108,0股,-29.27%,105138.32,12.92%
2019-10-31,股票,三钢闽光(002110.XSHE),多,1700股,1700股,7.59,12903,-2227,8.9,-,0,-187,0股,-14.72%,105138.32,12.27%
2019-10-31,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.64,12972,-3554.85,7.186,-,0,0,0股,-21.51%,105138.32,12.34%
2019-10-31,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.05,12810,-84,3.07,-,0,-84,0股,-0.65%,105138.32,12.18%
2019-10-31,,Cash,,,,,-1.48,,,,,,,,0
2019-11-01,股票,华菱钢铁(000932.XSHE),多,4280股,3380股,4.12,17633.6,-2069.08,4.603,-,0,265.8,900股,-10.5%,105410.11,16.73%
2019-11-01,股票,新钢股份(600782.XSHG),多,3900股,3100股,4.5,17550,-2417.06,5.12,-,0,140,800股,-12.11%,105410.11,16.65%
2019-11-01,股票,方大集团(000055.XSHE),多,3900股,2900股,4.49,17511,-2365.53,5.097,-,0,146,1000股,-11.9%,105410.11,16.61%
2019-11-01,股票,浙江广厦(600052.XSHG),多,3700股,0股,4.6,17020,-111,4.63,-,0,-111,3700股,-0.65%,105410.11,16.15%
2019-11-01,股票,神火股份(000933.XSHE),多,3700股,0股,4.66,17242,-74,4.68,-,0,-74,3700股,-0.43%,105410.11,16.36%
2019-11-01,股票,荣盛发展(002146.XSHE),多,2000股,0股,8.84,17680,260,8.71,-,0,260,2000股,1.49%,105410.11,16.77%
2019-11-01,,Cash,,,,,773.51,,,,,,,,0
2019-11-04,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.13,17676.4,-2026.28,4.603,-,0,42.8,0股,-10.28%,105095.91,16.82%
2019-11-04,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.5,17550,-2417.06,5.12,-,0,0,0股,-12.11%,105095.91,16.7%
2019-11-04,股票,方大集团(000055.XSHE),多,3900股,3900股,4.47,17433,-2443.53,5.097,-,0,-78,0股,-12.29%,105095.91,16.59%
2019-11-04,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.57,16909,-222,4.63,-,0,-111,0股,-1.3%,105095.91,16.09%
2019-11-04,股票,神火股份(000933.XSHE),多,3700股,3700股,4.62,17094,-222,4.68,-,0,-148,0股,-1.28%,105095.91,16.27%
2019-11-04,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.83,17660,240,8.71,-,0,-20,0股,1.38%,105095.91,16.8%
2019-11-04,,Cash,,,,,773.51,,,,,,,,0
2019-11-05,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.17,17847.6,-1855.08,4.603,-,0,171.2,0股,-9.42%,105949.11,16.85%
2019-11-05,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.56,17784,-2183.06,5.12,-,0,234,0股,-10.93%,105949.11,16.79%
2019-11-05,股票,方大集团(000055.XSHE),多,3900股,3900股,4.46,17394,-2482.53,5.097,-,0,-39,0股,-12.49%,105949.11,16.42%
2019-11-05,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.51,16687,-444,4.63,-,0,-222,0股,-2.59%,105949.11,15.75%
2019-11-05,股票,神火股份(000933.XSHE),多,3700股,3700股,4.79,17723,407,4.68,-,0,629,0股,2.35%,105949.11,16.73%
2019-11-05,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.87,17740,320,8.71,-,0,80,0股,1.84%,105949.11,16.74%
2019-11-05,,Cash,,,,,773.51,,,,,,,,0
2019-11-06,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.24,18147.2,-1555.48,4.603,-,0,299.6,0股,-7.89%,105491.71,17.2%
2019-11-06,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.62,18018,-1949.06,5.12,-,0,234,0股,-9.76%,105491.71,17.08%
2019-11-06,股票,方大集团(000055.XSHE),多,3900股,3900股,4.42,17238,-2638.53,5.097,-,0,-156,0股,-13.27%,105491.71,16.34%
2019-11-06,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.44,16428,-703,4.63,-,0,-259,0股,-4.1%,105491.71,15.57%
2019-11-06,股票,神火股份(000933.XSHE),多,3700股,3700股,4.71,17427,111,4.68,-,0,-296,0股,0.64%,105491.71,16.52%
2019-11-06,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.73,17460,40,8.71,-,0,-280,0股,0.23%,105491.71,16.55%
2019-11-06,,Cash,,,,,773.51,,,,,,,,0
2019-11-07,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.22,18061.6,-1641.08,4.603,-,0,-85.6,0股,-8.33%,105559.11,17.11%
2019-11-07,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.63,18057,-1910.06,5.12,-,0,39,0股,-9.57%,105559.11,17.11%
2019-11-07,股票,方大集团(000055.XSHE),多,3900股,3900股,4.42,17238,-2638.53,5.097,-,0,0,0股,-13.27%,105559.11,16.33%
2019-11-07,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.44,16428,-703,4.63,-,0,0,0股,-4.1%,105559.11,15.56%
2019-11-07,股票,神火股份(000933.XSHE),多,3700股,3700股,4.73,17501,185,4.68,-,0,74,0股,1.07%,105559.11,16.58%
2019-11-07,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.75,17500,80,8.71,-,0,40,0股,0.46%,105559.11,16.58%
2019-11-07,,Cash,,,,,773.51,,,,,,,,0
2019-11-08,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.18,17890.4,-1812.28,4.603,-,0,-171.2,0股,-9.2%,104636.91,17.1%
2019-11-08,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.62,18018,-1949.06,5.12,-,0,-39,0股,-9.76%,104636.91,17.22%
2019-11-08,股票,方大集团(000055.XSHE),多,3900股,3900股,4.39,17121,-2755.53,5.097,-,0,-117,0股,-13.86%,104636.91,16.36%
2019-11-08,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.37,16169,-962,4.63,-,0,-259,0股,-5.62%,104636.91,15.45%
2019-11-08,股票,神火股份(000933.XSHE),多,3700股,3700股,4.65,17205,-111,4.68,-,0,-296,0股,-0.64%,104636.91,16.44%
2019-11-08,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.73,17460,40,8.71,-,0,-40,0股,0.23%,104636.91,16.69%
2019-11-08,,Cash,,,,,773.51,,,,,,,,0
2019-11-11,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.13,17676.4,-2026.28,4.603,-,0,-214,0股,-10.28%,102096.91,17.31%
2019-11-11,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.54,17706,-2261.06,5.12,-,0,-312,0股,-11.32%,102096.91,17.34%
2019-11-11,股票,方大集团(000055.XSHE),多,3900股,3900股,4.22,16458,-3418.53,5.097,-,0,-663,0股,-17.2%,102096.91,16.12%
2019-11-11,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.29,15873,-1258,4.63,-,0,-296,0股,-7.34%,102096.91,15.55%
2019-11-11,股票,神火股份(000933.XSHE),多,3700股,3700股,4.5,16650,-666,4.68,-,0,-555,0股,-3.85%,102096.91,16.31%
2019-11-11,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.48,16960,-460,8.71,-,0,-500,0股,-2.64%,102096.91,16.61%
2019-11-11,,Cash,,,,,773.51,,,,,,,,0
2019-11-12,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.13,17676.4,-2026.28,4.603,-,0,0,0股,-10.28%,102676.91,17.22%
2019-11-12,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.54,17706,-2261.06,5.12,-,0,0,0股,-11.32%,102676.91,17.24%
2019-11-12,股票,方大集团(000055.XSHE),多,3900股,3900股,4.18,16302,-3574.53,5.097,-,0,-156,0股,-17.98%,102676.91,15.88%
2019-11-12,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.49,16613,-518,4.63,-,0,740,0股,-3.02%,102676.91,16.18%
2019-11-12,股票,神火股份(000933.XSHE),多,3700股,3700股,4.58,16946,-370,4.68,-,0,296,0股,-2.14%,102676.91,16.5%
2019-11-12,股票,荣盛发展(002146.XSHE),多,2000股,2000股,8.33,16660,-760,8.71,-,0,-300,0股,-4.36%,102676.91,16.23%
2019-11-12,,Cash,,,,,773.51,,,,,,,,0
2019-11-13,股票,华菱钢铁(000932.XSHE),多,4280股,4280股,4.14,17719.2,-1983.48,4.603,-,0,42.8,0股,-10.07%,101575.71,17.44%
2019-11-13,股票,新钢股份(600782.XSHG),多,3900股,3900股,4.49,17511,-2456.06,5.12,-,0,-195,0股,-12.3%,101575.71,17.24%
2019-11-13,股票,方大集团(000055.XSHE),多,3900股,3900股,4.16,16224,-3652.53,5.097,-,0,-78,0股,-18.38%,101575.71,15.97%
2019-11-13,股票,浙江广厦(600052.XSHG),多,3700股,3700股,4.31,15947,-1184,4.63,-,0,-666,0股,-6.91%,101575.71,15.7%
2019-11-13,股票,神火股份(000933.XSHE),多,3700股,3700股,4.53,16761,-555,4.68,-,0,-185,0股,-3.21%,101575.71,16.5%
