日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2019-09-03,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.16,13932,-5270.4,7.112,-,0,0,0股,-27.45%,110060.23,12.66%
2019-09-03,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.02,14436,-1584,8.9,-,0,18,0股,-9.89%,110060.23,13.12%
2019-09-03,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.07,13354,-2585.85,7.245,-,0,-176,0股,-16.22%,110060.23,12.13%
2019-09-03,股票,浙江广厦(600052.XSHG),多,1800股,1800股,4.65,8370,-18,4.66,-,0,756,0股,-0.21%,110060.23,7.6%
2019-09-03,,Cash,,,,,3673.83,,,,,,,,0
2019-09-04,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.17,14094.6,-1963.08,4.751,-,0,304.2,0股,-12.23%,111568.43,12.63%
2019-09-04,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.58,14198,-2185.06,5.285,-,0,310,0股,-13.34%,111568.43,12.73%
2019-09-04,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4,14400,-3439.38,4.955,-,0,288,0股,-19.28%,111568.43,12.91%
2019-09-04,股票,方大集团(000055.XSHE),多,2800股,2800股,5.2,14560,-389.53,5.339,-,0,56,0股,-2.61%,111568.43,13.05%
2019-09-04,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.22,14094,-5108.4,7.112,-,0,162,0股,-26.6%,111568.43,12.63%
2019-09-04,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.42,15156,-864,8.9,-,0,720,0股,-5.39%,111568.43,13.58%
2019-09-04,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.14,13508,-2431.85,7.245,-,0,154,0股,-15.26%,111568.43,12.11%
2019-09-04,股票,浙江广厦(600052.XSHG),多,1800股,1800股,4.38,7884,-504,4.66,-,0,-486,0股,-6.01%,111568.43,7.07%
2019-09-04,,Cash,,,,,3673.83,,,,,,,,0
2019-09-05,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.16,14060.8,-1996.88,4.751,-,0,-33.8,0股,-12.44%,111675.63,12.59%
2019-09-05,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.59,14229,-2154.06,5.285,-,0,31,0股,-13.15%,111675.63,12.74%
2019-09-05,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.97,14292,-3547.38,4.955,-,0,-108,0股,-19.89%,111675.63,12.8%
2019-09-05,股票,方大集团(000055.XSHE),多,2800股,2800股,5.16,14448,-501.53,5.339,-,0,-112,0股,-3.35%,111675.63,12.94%
2019-09-05,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.24,14148,-5054.4,7.112,-,0,54,0股,-26.32%,111675.63,12.67%
2019-09-05,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.39,15102,-918,8.9,-,0,-54,0股,-5.73%,111675.63,13.52%
2019-09-05,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.2,13640,-2299.85,7.245,-,0,132,0股,-14.43%,111675.63,12.21%
2019-09-05,股票,浙江广厦(600052.XSHG),多,1800股,1800股,4.49,8082,-306,4.66,-,0,198,0股,-3.65%,111675.63,7.24%
2019-09-05,,Cash,,,,,3673.83,,,,,,,,0
2019-09-06,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.14,13993.2,-2064.48,4.751,-,0,-67.6,0股,-12.86%,112125.03,12.48%
2019-09-06,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.57,14167,-2216.06,5.285,-,0,-62,0股,-13.53%,112125.03,12.64%
2019-09-06,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.96,14256,-3583.38,4.955,-,0,-36,0股,-20.09%,112125.03,12.71%
2019-09-06,股票,方大集团(000055.XSHE),多,2800股,2800股,5.17,14476,-473.53,5.339,-,0,28,0股,-3.17%,112125.03,12.91%
2019-09-06,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.27,14229,-4973.4,7.112,-,0,81,0股,-25.9%,112125.03,12.69%
2019-09-06,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.36,15048,-972,8.9,-,0,-54,0股,-6.07%,112125.03,13.42%
2019-09-06,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.16,13552,-2387.85,7.245,-,0,-88,0股,-14.98%,112125.03,12.09%
2019-09-06,股票,浙江广厦(600052.XSHG),多,1800股,1800股,4.85,8730,342,4.66,-,0,648,0股,4.08%,112125.03,7.79%
2019-09-06,,Cash,,,,,3673.83,,,,,,,,0
2019-09-09,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.25,14365,-1692.68,4.751,-,0,371.8,0股,-10.54%,114647.83,12.53%
2019-09-09,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.66,14446,-1937.06,5.285,-,0,279,0股,-11.82%,114647.83,12.6%
2019-09-09,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4.02,14472,-3367.38,4.955,-,0,216,0股,-18.88%,114647.83,12.62%
2019-09-09,股票,方大集团(000055.XSHE),多,2800股,2800股,5.2,14560,-389.53,5.339,-,0,84,0股,-2.61%,114647.83,12.7%
2019-09-09,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.41,14607,-4595.4,7.112,-,0,378,0股,-23.93%,114647.83,12.74%
2019-09-09,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.46,15228,-792,8.9,-,0,180,0股,-4.94%,114647.83,13.28%
2019-09-09,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.22,13684,-2255.85,7.245,-,0,132,0股,-14.15%,114647.83,11.94%
2019-09-09,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.34,9612,1224,4.66,-,0,882,0股,14.59%,114647.83,8.38%
2019-09-09,,Cash,,,,,3673.83,,,,,,,,0
2019-09-10,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.33,14635.4,-1422.28,4.751,-,0,270.4,0股,-8.86%,117309.23,12.48%
2019-09-10,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.74,14694,-1689.06,5.285,-,0,248,0股,-10.31%,117309.23,12.53%
2019-09-10,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4.05,14580,-3259.38,4.955,-,0,108,0股,-18.27%,117309.23,12.43%
2019-09-10,股票,方大集团(000055.XSHE),多,2800股,2800股,5.19,14532,-417.53,5.339,-,0,-28,0股,-2.79%,117309.23,12.39%
2019-09-10,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.62,15174,-4028.4,7.112,-,0,567,0股,-20.98%,117309.23,12.94%
2019-09-10,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.59,15462,-558,8.9,-,0,234,0股,-3.48%,117309.23,13.18%
2019-09-10,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.36,13992,-1947.85,7.245,-,0,308,0股,-12.22%,117309.23,11.93%
2019-09-10,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.87,10566,2178,4.66,-,0,954,0股,25.97%,117309.23,9.01%
2019-09-10,,Cash,,,,,3673.83,,,,,,,,0
2019-09-11,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.32,14601.6,-1456.08,4.751,-,0,-33.8,0股,-9.07%,117585.43,12.42%
2019-09-11,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.71,14601,-1782.06,5.285,-,0,-93,0股,-10.88%,117585.43,12.42%
2019-09-11,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4.03,14508,-3331.38,4.955,-,0,-72,0股,-18.67%,117585.43,12.34%
2019-09-11,股票,方大集团(000055.XSHE),多,2800股,2800股,5.11,14308,-641.53,5.339,-,0,-224,0股,-4.29%,117585.43,12.17%
2019-09-11,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.57,15039,-4163.4,7.112,-,0,-135,0股,-21.68%,117585.43,12.79%
2019-09-11,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.61,15498,-522,8.9,-,0,36,0股,-3.26%,117585.43,13.18%
2019-09-11,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.24,13728,-2211.85,7.245,-,0,-264,0股,-13.88%,117585.43,11.67%
2019-09-11,股票,浙江广厦(600052.XSHG),多,1800股,1800股,6.46,11628,3240,4.66,-,0,1062,0股,38.63%,117585.43,9.89%
2019-09-11,,Cash,,,,,3673.83,,,,,,,,0
2019-09-12,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.38,14804.4,-1253.28,4.751,-,0,202.8,0股,-7.8%,118691.23,12.47%
2019-09-12,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.88,15128,-1255.06,5.285,-,0,527,0股,-7.66%,118691.23,12.75%
2019-09-12,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4.09,14724,-3115.38,4.955,-,0,216,0股,-17.46%,118691.23,12.41%
2019-09-12,股票,方大集团(000055.XSHE),多,2800股,2800股,5.21,14588,-361.53,5.339,-,0,280,0股,-2.42%,118691.23,12.29%
2019-09-12,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.69,15363,-3839.4,7.112,-,0,324,0股,-19.99%,118691.23,12.94%
2019-09-12,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.81,15858,-162,8.9,-,0,360,0股,-1.01%,118691.23,13.36%
2019-09-12,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.21,13662,-2277.85,7.245,-,0,-66,0股,-14.29%,118691.23,11.51%
2019-09-12,股票,浙江广厦(600052.XSHG),多,1800股,1800股,6.05,10890,2502,4.66,-,0,-738,0股,29.83%,118691.23,9.18%
2019-09-12,,Cash,,,,,3673.83,,,,,,,,0
2019-09-16,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.45,15041,-1016.68,4.751,-,0,236.6,0股,-6.33%,118058.83,12.74%
2019-09-16,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.86,15066,-1317.06,5.285,-,0,-62,0股,-8.04%,118058.83,12.76%
2019-09-16,股票,韶钢松山(000717.XSHE),多,3600股,3600股,4.08,14688,-3151.38,4.955,-,0,-36,0股,-17.67%,118058.83,12.44%
2019-09-16,股票,方大集团(000055.XSHE),多,2800股,2800股,5.18,14504,-445.53,5.339,-,0,-84,0股,-2.98%,118058.83,12.29%
2019-09-16,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.7,15390,-3812.4,7.112,-,0,27,0股,-19.85%,118058.83,13.04%
2019-09-16,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.72,15696,-324,8.9,-,0,-162,0股,-2.02%,118058.83,13.3%
2019-09-16,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.18,13596,-2343.85,7.245,-,0,-66,0股,-14.7%,118058.83,11.52%
2019-09-16,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.78,10404,2016,4.66,-,0,-486,0股,24.03%,118058.83,8.81%
2019-09-16,,Cash,,,,,3673.83,,,,,,,,0
2019-09-17,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.33,14635.4,-1422.28,4.751,-,0,-405.6,0股,-8.86%,115232.23,12.7%
2019-09-17,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.72,14632,-1751.06,5.285,-,0,-434,0股,-10.69%,115232.23,12.7%
2019-09-17,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.98,14328,-3511.38,4.955,-,0,-360,0股,-19.68%,115232.23,12.43%
2019-09-17,股票,方大集团(000055.XSHE),多,2800股,2800股,5.03,14084,-865.53,5.339,-,0,-420,0股,-5.79%,115232.23,12.22%
2019-09-17,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.53,14931,-4271.4,7.112,-,0,-459,0股,-22.24%,115232.23,12.96%
2019-09-17,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.4,15120,-900,8.9,-,0,-576,0股,-5.62%,115232.23,13.12%
2019-09-17,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.02,13244,-2695.85,7.245,-,0,-352,0股,-16.91%,115232.23,11.49%
2019-09-17,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.88,10584,2196,4.66,-,0,180,0股,26.18%,115232.23,9.18%
2019-09-17,,Cash,,,,,3673.83,,,,,,,,0
2019-09-18,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.36,14736.8,-1320.88,4.751,-,0,101.4,0股,-8.23%,114982.63,12.82%
2019-09-18,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.75,14725,-1658.06,5.285,-,0,93,0股,-10.12%,114982.63,12.81%
2019-09-18,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.96,14256,-3583.38,4.955,-,0,-72,0股,-20.09%,114982.63,12.4%
2019-09-18,股票,方大集团(000055.XSHE),多,2800股,2800股,4.99,13972,-977.53,5.339,-,0,-112,0股,-6.54%,114982.63,12.15%
2019-09-18,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.57,15039,-4163.4,7.112,-,0,108,0股,-21.68%,114982.63,13.08%
2019-09-18,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.38,15084,-936,8.9,-,0,-36,0股,-5.84%,114982.63,13.12%
2019-09-18,股票,兰州民百(600738.XSHG),多,2200股,2200股,6,13200,-2739.85,7.245,-,0,-44,0股,-17.19%,114982.63,11.48%
2019-09-18,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.72,10296,1908,4.66,-,0,-288,0股,22.75%,114982.63,8.95%
2019-09-18,,Cash,,,,,3673.83,,,,,,,,0
2019-09-19,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.38,14804.4,-1253.28,4.751,-,0,67.6,0股,-7.8%,114299.23,12.95%
2019-09-19,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.73,14663,-1720.06,5.285,-,0,-62,0股,-10.5%,114299.23,12.83%
2019-09-19,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.97,14292,-3547.38,4.955,-,0,36,0股,-19.89%,114299.23,12.5%
2019-09-19,股票,方大集团(000055.XSHE),多,2800股,2800股,5.04,14112,-837.53,5.339,-,0,140,0股,-5.6%,114299.23,12.35%
2019-09-19,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.5,14850,-4352.4,7.112,-,0,-189,0股,-22.67%,114299.23,12.99%
2019-09-19,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.42,15156,-864,8.9,-,0,72,0股,-5.39%,114299.23,13.26%
2019-09-19,股票,兰州民百(600738.XSHG),多,2200股,2200股,6.02,13244,-2695.85,7.245,-,0,44,0股,-16.91%,114299.23,11.59%
2019-09-19,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.28,9504,1116,4.66,-,0,-792,0股,13.3%,114299.23,8.32%
2019-09-19,,Cash,,,,,3673.83,,,,,,,,0
2019-09-20,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.28,14466.4,-1591.28,4.751,-,0,-338,0股,-9.91%,114079.23,12.68%
2019-09-20,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.7,14570,-1813.06,5.285,-,0,-93,0股,-11.07%,114079.23,12.77%
2019-09-20,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.94,14184,-3655.38,4.955,-,0,-108,0股,-20.49%,114079.23,12.43%
2019-09-20,股票,方大集团(000055.XSHE),多,2800股,2800股,4.98,13944,-1005.53,5.339,-,0,-168,0股,-6.73%,114079.23,12.22%
2019-09-20,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.37,14499,-4703.4,7.112,-,0,-351,0股,-24.49%,114079.23,12.71%
2019-09-20,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.38,15084,-936,8.9,-,0,-72,0股,-5.84%,114079.23,13.22%
2019-09-20,股票,兰州民百(600738.XSHG),多,2200股,2200股,6,13200,-2739.85,7.245,-,0,-44,0股,-17.19%,114079.23,11.57%
2019-09-20,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.81,10458,2070,4.66,-,0,954,0股,24.68%,114079.23,9.17%
2019-09-20,,Cash,,,,,3673.83,,,,,,,,0
2019-09-23,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.3,14534,-1523.68,4.751,-,0,67.6,0股,-9.49%,112510.83,12.92%
2019-09-23,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.63,14353,-2030.06,5.285,-,0,-217,0股,-12.39%,112510.83,12.76%
2019-09-23,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.87,13932,-3907.38,4.955,-,0,-252,0股,-21.9%,112510.83,12.38%
2019-09-23,股票,方大集团(000055.XSHE),多,2800股,2800股,4.83,13524,-1425.53,5.339,-,0,-420,0股,-9.54%,112510.83,12.02%
2019-09-23,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.36,14472,-4730.4,7.112,-,0,-27,0股,-24.63%,112510.83,12.86%
2019-09-23,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.25,14850,-1170,8.9,-,0,-234,0股,-7.3%,112510.83,13.2%
2019-09-23,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.91,13002,-2937.85,7.245,-,0,-198,0股,-18.43%,112510.83,11.56%
2019-09-23,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.65,10170,1782,4.66,-,0,-288,0股,21.24%,112510.83,9.04%
2019-09-23,,Cash,,,,,3673.83,,,,,,,,0
2019-09-24,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.26,14398.8,-1658.88,4.751,-,0,-135.2,0股,-10.33%,111485.63,12.92%
2019-09-24,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.6,14260,-2123.06,5.285,-,0,-93,0股,-12.96%,111485.63,12.79%
2019-09-24,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.83,13788,-4051.38,4.955,-,0,-144,0股,-22.71%,111485.63,12.37%
2019-09-24,股票,方大集团(000055.XSHE),多,2800股,2800股,4.81,13468,-1481.53,5.339,-,0,-56,0股,-9.91%,111485.63,12.08%
2019-09-24,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.29,14283,-4919.4,7.112,-,0,-189,0股,-25.62%,111485.63,12.81%
2019-09-24,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.23,14814,-1206,8.9,-,0,-36,0股,-7.53%,111485.63,13.29%
2019-09-24,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.88,12936,-3003.85,7.245,-,0,-66,0股,-18.84%,111485.63,11.6%
2019-09-24,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.48,9864,1476,4.66,-,0,-306,0股,17.6%,111485.63,8.85%
2019-09-24,,Cash,,,,,3673.83,,,,,,,,0
2019-09-25,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.2,14196,-1861.68,4.751,-,0,-202.8,0股,-11.59%,109047.83,13.02%
2019-09-25,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.53,14043,-2340.06,5.285,-,0,-217,0股,-14.28%,109047.83,12.88%
2019-09-25,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.77,13572,-4267.38,4.955,-,0,-216,0股,-23.92%,109047.83,12.45%
2019-09-25,股票,方大集团(000055.XSHE),多,2800股,2800股,4.71,13188,-1761.53,5.339,-,0,-280,0股,-11.78%,109047.83,12.09%
2019-09-25,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.17,13959,-5243.4,7.112,-,0,-324,0股,-27.31%,109047.83,12.8%
2019-09-25,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.06,14508,-1512,8.9,-,0,-306,0股,-9.44%,109047.83,13.3%
2019-09-25,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.72,12584,-3355.85,7.245,-,0,-352,0股,-21.05%,109047.83,11.54%
2019-09-25,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.18,9324,936,4.66,-,0,-540,0股,11.16%,109047.83,8.55%
2019-09-25,,Cash,,,,,3673.83,,,,,,,,0
2019-09-26,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.16,14060.8,-1996.88,4.751,-,0,-135.2,0股,-12.44%,108370.63,12.97%
2019-09-26,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.5,13950,-2433.06,5.285,-,0,-93,0股,-14.85%,108370.63,12.87%
2019-09-26,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.73,13428,-4411.38,4.955,-,0,-144,0股,-24.73%,108370.63,12.39%
2019-09-26,股票,方大集团(000055.XSHE),多,2800股,2800股,4.61,12908,-2041.53,5.339,-,0,-280,0股,-13.66%,108370.63,11.91%
2019-09-26,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.18,13986,-5216.4,7.112,-,0,27,0股,-27.17%,108370.63,12.91%
2019-09-26,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.12,14616,-1404,8.9,-,0,108,0股,-8.76%,108370.63,13.49%
2019-09-26,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.95,13090,-2849.85,7.245,-,0,506,0股,-17.88%,108370.63,12.08%
2019-09-26,股票,浙江广厦(600052.XSHG),多,1800股,1800股,4.81,8658,270,4.66,-,0,-666,0股,3.22%,108370.63,7.99%
2019-09-26,,Cash,,,,,3673.83,,,,,,,,0
2019-09-27,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.13,13959.4,-2098.28,4.751,-,0,-101.4,0股,-13.07%,108760.23,12.84%
2019-09-27,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.49,13919,-2464.06,5.285,-,0,-31,0股,-15.04%,108760.23,12.8%
2019-09-27,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.76,13536,-4303.38,4.955,-,0,108,0股,-24.12%,108760.23,12.45%
2019-09-27,股票,方大集团(000055.XSHE),多,2800股,2800股,4.67,13076,-1873.53,5.339,-,0,168,0股,-12.53%,108760.23,12.02%
2019-09-27,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.14,13878,-5324.4,7.112,-,0,-108,0股,-27.73%,108760.23,12.76%
2019-09-27,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.09,14562,-1458,8.9,-,0,-54,0股,-9.1%,108760.23,13.39%
2019-09-27,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.98,13156,-2783.85,7.245,-,0,66,0股,-17.46%,108760.23,12.1%
2019-09-27,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5,9000,612,4.66,-,0,342,0股,7.3%,108760.23,8.28%
2019-09-27,,Cash,,,,,3673.83,,,,,,,,0
2019-09-30,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.08,13790.4,-2267.28,4.751,-,0,-169,0股,-14.12%,108349.23,12.73%
2019-09-30,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.45,13795,-2588.06,5.285,-,0,-124,0股,-15.8%,108349.23,12.73%
2019-09-30,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.7,13320,-4519.38,4.955,-,0,-216,0股,-25.33%,108349.23,12.29%
2019-09-30,股票,方大集团(000055.XSHE),多,2800股,2800股,4.69,13132,-1817.53,5.339,-,0,56,0股,-12.16%,108349.23,12.12%
2019-09-30,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.12,13824,-5378.4,7.112,-,0,-54,0股,-28.01%,108349.23,12.76%
2019-09-30,股票,三钢闽光(002110.XSHE),多,1800股,1800股,8.04,14472,-1548,8.9,-,0,-90,0股,-9.66%,108349.23,13.36%
2019-09-30,股票,兰州民百(600738.XSHG),多,2200股,2200股,5.86,12892,-3047.85,7.245,-,0,-264,0股,-19.12%,108349.23,11.9%
2019-09-30,股票,浙江广厦(600052.XSHG),多,1800股,1800股,5.25,9450,1062,4.66,-,0,450,0股,12.66%,108349.23,8.72%
2019-09-30,,Cash,,,,,3673.83,,,,,,,,0
2019-10-08,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.14,13993.2,-2064.48,4.751,-,0,202.8,0股,-12.86%,108972.72,12.84%
2019-10-08,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.52,14012,-2371.06,5.285,-,0,217,0股,-14.47%,108972.72,12.86%
2019-10-08,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.73,13428,-4411.38,4.955,-,0,108,0股,-24.73%,108972.72,12.32%
2019-10-08,股票,方大集团(000055.XSHE),多,2900股,2800股,4.68,13572,-1844.53,5.316,-,0,-27,100股,-11.96%,108972.72,12.45%
2019-10-08,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.18,13986,-5216.4,7.112,-,0,162,0股,-27.17%,108972.72,12.83%
2019-10-08,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.07,13719,-1411,8.9,-,0,51,0股,-9.33%,108972.72,12.59%
2019-10-08,股票,兰州民百(600738.XSHG),多,2300股,2200股,5.74,13202,-3324.85,7.186,-,0,-277,100股,-20.12%,108972.72,12.11%
2019-10-08,股票,南钢股份(600282.XSHG),多,4200股,0股,3.11,13062,168,3.07,-,0,168,4200股,1.3%,108972.72,11.99%
2019-10-08,,Cash,,,,,-1.48,,,,,,,,0
2019-10-09,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.17,14094.6,-1963.08,4.751,-,0,101.4,0股,-12.23%,109983.12,12.82%
2019-10-09,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.54,14074,-2309.06,5.285,-,0,62,0股,-14.09%,109983.12,12.8%
2019-10-09,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.76,13536,-4303.38,4.955,-,0,108,0股,-24.12%,109983.12,12.31%
2019-10-09,股票,方大集团(000055.XSHE),多,2900股,2900股,4.69,13601,-1815.53,5.316,-,0,29,0股,-11.78%,109983.12,12.37%
2019-10-09,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.31,14337,-4865.4,7.112,-,0,351,0股,-25.34%,109983.12,13.04%
2019-10-09,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.09,13753,-1377,8.9,-,0,34,0股,-9.1%,109983.12,12.5%
2019-10-09,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.79,13317,-3209.85,7.186,-,0,115,0股,-19.42%,109983.12,12.11%
2019-10-09,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.16,13272,378,3.07,-,0,210,0股,2.93%,109983.12,12.07%
2019-10-09,,Cash,,,,,-1.48,,,,,,,,0
2019-10-10,股票,华菱钢铁(000932.XSHE),多,3380股,3380股,4.19,14162.2,-1895.48,4.751,-,0,67.6,0股,-11.8%,110149.72,12.86%
2019-10-10,股票,新钢股份(600782.XSHG),多,3100股,3100股,4.56,14136,-2247.06,5.285,-,0,62,0股,-13.72%,110149.72,12.83%
2019-10-10,股票,韶钢松山(000717.XSHE),多,3600股,3600股,3.77,13572,-4267.38,4.955,-,0,36,0股,-23.92%,110149.72,12.32%
2019-10-10,股票,方大集团(000055.XSHE),多,2900股,2900股,4.71,13659,-1757.53,5.316,-,0,58,0股,-11.4%,110149.72,12.4%
2019-10-10,股票,柳钢股份(601003.XSHG),多,2700股,2700股,5.27,14229,-4973.4,7.112,-,0,-108,0股,-25.9%,110149.72,12.92%
2019-10-10,股票,三钢闽光(002110.XSHE),多,1700股,1700股,8.12,13804,-1326,8.9,-,0,51,0股,-8.76%,110149.72,12.53%
2019-10-10,股票,兰州民百(600738.XSHG),多,2300股,2300股,5.79,13317,-3209.85,7.186,-,0,0,0股,-19.42%,110149.72,12.09%
2019-10-10,股票,南钢股份(600282.XSHG),多,4200股,4200股,3.16,13272,378,3.07,-,0,0,0股,2.93%,110149.72,12.05%
2019-10-10,,Cash,,,,,-1.48,,,,,,,,0
